N_stab	Z_stab	N	Z	N_P	Z_P	P1n	P2n	P3n	Ele_MOE
0	0	96	78	130	60	0	100	0	Nd
0	0	95	79	131	60	99.6	0	0	Nd
0	0	94	80	132	60	0.62	99.38	0	Nd
0	0	108	67	133	60	99.66	0	0	Nd
0	0	107	68	134	60	0	100	0	Nd
0	0	106	69	135	60	99.71	0	0	Nd
0	0	105	70	136	60	0.91	99.09	0	Nd
0	0	104	71	137	60	99.22	0	0	Nd
0	0	103	72	138	60	0.97	99.03	0	Nd
0	0	102	73	139	60	99.71	0	0	Nd
0	0	101	74	140	60	0	100	0	Nd
0	0	100	75	141	60	99.56	0	0	Nd
0	0	99	76	83	61	0	0	0	Pm
0	0	98	77	85	61	0	0	0	Pm
0	0	97	78	86	61	0	0	0	Pm
0	0	96	79	87	61	0	0	0	Pm
0	0	95	80	88	61	0	0	0	Pm
0	0	108	68	89	61	0	0	0	Pm
0	0	107	69	90	61	0	0	0	Pm
0	0	106	70	91	61	0	0	0	Pm
0	0	105	71	92	61	0	0	0	Pm
0	0	104	72	93	61	0	0	0	Pm
0	0	103	73	94	61	0	0	0	Pm
0	0	102	74	95	61	0	0	0	Pm
0	0	101	75	96	61	0	0	0	Pm
0	0	100	76	97	61	0	0	0	Pm
0	0	99	77	98	61	0.01	0	0	Pm
0	0	98	78	99	61	0.06	0	0	Pm
0	0	97	79	100	61	0.49	0	0	Pm
0	0	96	80	101	61	0.86	0	0	Pm
0	0	95	81	102	61	4.86	0	0	Pm
0	0	109	68	103	61	7.62	0	0	Pm
0	0	108	69	104	61	29.2	0	0	Pm
0	0	107	70	105	61	29.91	0.15	0	Pm
0	0	106	71	106	61	46.01	0.09	0	Pm
0	0	105	72	107	61	73.05	4.97	0	Pm
0	0	104	73	108	61	88.19	1	0	Pm
0	0	103	74	109	61	75.46	14.46	0	Pm
0	0	102	75	110	61	90.3	4.42	0.05	Pm
0	0	101	76	111	61	54.14	29.96	0.09	Pm
0	0	100	77	112	61	76.13	12.03	0.36	Pm
0	0	99	78	113	61	42.8	44.13	0.53	Pm
0	0	98	79	114	61	65.87	23.21	0.92	Pm
0	0	97	80	115	61	38.62	51.89	1.33	Pm
0	0	96	81	116	61	51.9	39.99	3.08	Pm
0	0	109	69	117	61	34.59	57.02	2.74	Pm
0	0	108	70	118	61	38.52	53.51	5.22	Pm
0	0	107	71	119	61	8.26	79.76	10.48	Pm
0	0	106	72	120	61	18.09	42.08	38.8	Pm
0	0	105	73	121	61	2.21	77.19	18.88	Pm
0	0	104	74	122	61	27.3	41.64	30.39	Pm
0	0	103	75	123	61	2.88	87.42	8.23	Pm
0	0	102	76	124	61	7.91	82.68	8.52	Pm
0	0	101	77	125	61	1.07	90.16	7.9	Pm
0	0	100	78	126	61	15.91	74.65	8.81	Pm
0	0	99	79	127	61	1.56	31.81	65.78	Pm
0	0	98	80	128	61	1.73	3.83	94.44	Pm
0	0	97	81	129	61	99.8	0	0	Pm
0	0	96	82	130	61	0.46	99.54	0	Pm
0	0	110	69	131	61	99.86	0	0	Pm
0	0	109	70	132	61	0.53	99.47	0	Pm
0	0	108	71	133	61	99.89	0	0	Pm
0	0	107	72	134	61	0.44	99.56	0	Pm
0	0	106	73	135	61	99.9	0	0	Pm
0	0	105	74	136	61	0.68	99.32	0	Pm
0	0	104	75	137	61	0	0.63	99.16	Pm
0	0	103	76	138	61	0.72	0	99.28	Pm
0	0	102	77	139	61	99.9	0	0	Pm
0	0	101	78	140	61	0.58	99.42	0	Pm
0	0	100	79	141	61	99.6	0	0	Pm
0	0	99	80	142	61	0	100	0	Pm
0	0	98	81	143	61	99.91	0	0	Pm
0	0	97	82	144	61	0.13	99.87	0	Pm
0	0	110	70	82	62	0	0	0	Sm
0	0	109	71	85	62	0	0	0	Sm
0	0	108	72	86	62	0	0	0	Sm
0	0	107	73	87	62	0	0	0	Sm
0	0	106	74	88	62	0	0	0	Sm
0	0	105	75	89	62	0	0	0	Sm
0	0	104	76	90	62	0	0	0	Sm
0	0	103	77	91	62	0	0	0	Sm
0	0	102	78	92	62	0	0	0	Sm
0	0	101	79	93	62	0	0	0	Sm
0	0	100	80	94	62	0	0	0	Sm
0	0	99	81	95	62	0	0	0	Sm
0	0	98	82	96	62	0	0	0	Sm
0	0	111	70	97	62	0	0	0	Sm
0	0	110	71	98	62	0	0	0	Sm
0	0	109	72	99	62	0	0	0	Sm
0	0	108	73	100	62	0	0	0	Sm
0	0	107	74	101	62	0	0	0	Sm
0	0	106	75	102	62	0	0	0	Sm
0	0	105	76	103	62	0.03	0	0	Sm
0	0	104	77	104	62	0.6	0	0	Sm
0	0	103	78	105	62	1.07	0	0	Sm
0	0	102	79	106	62	4.13	0	0	Sm
0	0	101	80	107	62	10.04	0	0	Sm
0	0	100	81	108	62	9.19	0	0	Sm
0	0	99	82	109	62	21.21	0.09	0	Sm
0	0	111	71	110	62	31.03	0	0	Sm
0	0	110	72	111	62	46.41	0.78	0	Sm
0	0	109	73	112	62	51.87	0.17	0	Sm
0	0	108	74	113	62	61.92	1.69	0	Sm
0	0	107	75	114	62	61.94	0.57	0	Sm
0	0	106	76	115	62	66.14	3.5	0	Sm
0	0	105	77	116	62	76.06	1.52	0.02	Sm
0	0	104	78	117	62	58.64	4.54	0.12	Sm
0	0	103	79	118	62	82.42	2.71	0.28	Sm
0	0	102	80	119	62	63.62	18.8	1.28	Sm
0	0	101	81	120	62	83.15	4.95	1.63	Sm
0	0	100	82	121	62	42.42	41.25	1.85	Sm
0	0	112	71	122	62	87.52	2.56	1.9	Sm
0	0	111	72	123	62	80.43	13.78	1.42	Sm
0	0	110	73	124	62	92.1	3.15	1.57	Sm
0	0	109	74	125	62	92.42	4.23	1.93	Sm
0	0	108	75	126	62	92.06	4.06	1.94	Sm
0	0	107	76	127	62	6.98	83.09	7.9	Sm
0	0	106	77	128	62	5.63	4.96	89.4	Sm
0	0	105	78	129	62	98.42	0	0	Sm
0	0	104	79	130	62	2.55	97.45	0	Sm
0	0	103	80	131	62	99.5	0	0	Sm
0	0	102	81	132	62	1.5	98.5	0	Sm
0	0	101	82	133	62	99.56	0	0	Sm
0	0	113	71	134	62	1.11	98.89	0	Sm
0	0	112	72	135	62	99.59	0	0	Sm
0	0	111	73	136	62	1.89	97.66	0	Sm
0	0	110	74	137	62	0.29	1.66	97.42	Sm
0	0	109	75	138	62	1.65	0.86	97.49	Sm
0	0	108	76	139	62	0.01	0.61	99.02	Sm
0	0	107	77	140	62	1.29	0.09	98.63	Sm
0	0	106	78	141	62	99.4	0	0	Sm
0	0	105	79	142	62	1.23	98.77	0	Sm
0	0	104	80	143	62	99.48	0	0	Sm
0	0	103	81	144	62	1.21	98.79	0	Sm
0	0	102	82	145	62	99.72	0	0	Sm
0	0	101	83	146	62	1.48	98.52	0	Sm
0	0	114	71	85	63	0	0	0	Eu
0	0	113	72	87	63	0	0	0	Eu
0	0	112	73	88	63	0	0	0	Eu
0	0	111	74	89	63	0	0	0	Eu
0	0	110	75	90	63	0	0	0	Eu
0	0	109	76	91	63	0	0	0	Eu
0	0	108	77	92	63	0	0	0	Eu
0	0	107	78	93	63	0	0	0	Eu
0	0	106	79	94	63	0	0	0	Eu
0	0	105	80	95	63	0	0	0	Eu
0	0	104	81	96	63	0	0	0	Eu
0	0	103	82	97	63	0	0	0	Eu
0	0	102	83	98	63	0	0	0	Eu
0	0	114	72	99	63	0	0	0	Eu
0	0	113	73	100	63	0	0	0	Eu
0	0	112	74	101	63	0	0	0	Eu
0	0	111	75	102	63	0.19	0	0	Eu
0	0	110	76	103	63	0.48	0	0	Eu
0	0	109	77	104	63	14.92	0	0	Eu
0	0	108	78	105	63	6.09	0	0	Eu
0	0	107	79	106	63	49.07	0	0	Eu
0	0	106	80	107	63	23.69	0.01	0	Eu
0	0	105	81	108	63	38.47	0	0	Eu
0	0	104	82	109	63	41.95	0.35	0	Eu
0	0	103	83	110	63	60.85	0.05	0	Eu
0	0	102	84	111	63	57.95	2.92	0	Eu
0	0	115	72	112	63	89.9	1.82	0	Eu
0	0	114	73	113	63	68.1	12.79	0	Eu
0	0	113	74	114	63	79.02	3.46	0.01	Eu
0	0	112	75	115	63	58.32	21.85	0.03	Eu
0	0	111	76	116	63	79.26	9.45	0.23	Eu
0	0	110	77	117	63	57.7	31.74	0.34	Eu
0	0	109	78	118	63	75.91	18.63	0.9	Eu
0	0	108	79	119	63	37.12	56.61	1.97	Eu
0	0	107	80	120	63	41.51	54.07	3.25	Eu
0	0	106	81	121	63	11.99	79.76	2.88	Eu
0	0	105	82	122	63	52.95	40.7	4.88	Eu
0	0	104	83	123	63	27.47	68.21	2.04	Eu
0	0	103	84	124	63	63.13	32.44	3.28	Eu
0	0	116	72	125	63	2.52	92.25	3.96	Eu
0	0	115	73	126	63	73.58	19.93	5.21	Eu
0	0	114	74	127	63	2.31	86.26	10.19	Eu
0	0	113	75	128	63	4.57	4.89	90.53	Eu
0	0	112	76	129	63	99.8	0	0	Eu
0	0	111	77	130	63	1.34	98.66	0	Eu
0	0	110	78	131	63	99.85	0	0	Eu
0	0	109	79	132	63	0.74	99.26	0	Eu
0	0	108	80	133	63	99.87	0	0	Eu
0	0	107	81	134	63	0.61	99.39	0	Eu
0	0	106	82	135	63	99.87	0	0	Eu
0	0	105	83	136	63	0.73	99.04	0	Eu
0	0	104	84	137	63	0.16	1.1	98.58	Eu
0	0	117	72	138	63	0.76	0.42	98.82	Eu
0	0	116	73	139	63	0	0.93	98.94	Eu
0	0	115	74	140	63	0.58	0.1	99.33	Eu
0	0	114	75	141	63	99.91	0	0	Eu
0	0	113	76	142	63	0.58	99.42	0	Eu
0	0	112	77	143	63	99.91	0	0	Eu
0	0	111	78	144	63	0.51	99.49	0	Eu
0	0	110	79	145	63	99.91	0	0	Eu
0	0	109	80	146	63	2.16	97.84	0	Eu
0	0	108	81	147	63	99.12	0	0	Eu
0	0	107	82	148	63	2.86	97.14	0	Eu
0	0	106	83	88	64	0	0	0	Gd
0	0	105	84	90	64	0	0	0	Gd
0	0	117	73	91	64	0	0	0	Gd
0	0	116	74	92	64	0	0	0	Gd
0	0	115	75	93	64	0	0	0	Gd
0	0	114	76	94	64	0	0	0	Gd
0	0	113	77	95	64	0	0	0	Gd
0	0	112	78	96	64	0	0	0	Gd
0	0	111	79	97	64	0	0	0	Gd
0	0	110	80	98	64	0	0	0	Gd
0	0	109	81	99	64	0	0	0	Gd
0	0	108	82	100	64	0	0	0	Gd
0	0	107	83	101	64	0	0	0	Gd
0	0	106	84	102	64	0	0	0	Gd
0	0	118	73	103	64	0	0	0	Gd
0	0	117	74	104	64	0	0	0	Gd
0	0	116	75	105	64	0	0	0	Gd
0	0	115	76	106	64	0.03	0	0	Gd
0	0	114	77	107	64	0.35	0	0	Gd
0	0	113	78	108	64	0.63	0	0	Gd
0	0	112	79	109	64	1.97	0	0	Gd
0	0	111	80	110	64	4.34	0	0	Gd
0	0	110	81	111	64	12.02	0	0	Gd
0	0	109	82	112	64	15.44	0	0	Gd
0	0	108	83	113	64	31.69	0.09	0	Gd
0	0	107	84	114	64	30.37	0	0	Gd
0	0	106	85	115	64	45.86	0.39	0	Gd
0	0	119	73	116	64	53.01	0.12	0	Gd
0	0	118	74	117	64	39.83	0.99	0	Gd
0	0	117	75	118	64	62.42	0.67	0	Gd
0	0	116	76	119	64	71.76	3.8	0.01	Gd
0	0	115	77	120	64	73.68	1.54	0.01	Gd
0	0	114	78	121	64	71.32	5.32	0.05	Gd
0	0	113	79	122	64	84.33	1.4	0.07	Gd
0	0	112	80	123	64	85.29	4.02	0.06	Gd
0	0	111	81	124	64	86.43	2.22	0.11	Gd
0	0	110	82	125	64	90.23	4.39	0.13	Gd
0	0	109	83	126	64	89.11	2.77	0.23	Gd
0	0	108	84	127	64	72.91	21.89	2.52	Gd
0	0	107	85	128	64	7.82	79.47	11.99	Gd
0	0	119	74	129	64	0.23	5.63	92.02	Gd
0	0	118	75	130	64	4.04	0.63	94.67	Gd
0	0	117	76	131	64	0.15	2.08	96.63	Gd
0	0	116	77	132	64	2.68	0.44	96.42	Gd
0	0	115	78	133	64	0.16	2.46	96.79	Gd
0	0	114	79	134	64	2.34	0.34	96.96	Gd
0	0	113	80	135	64	0	0.81	99.19	Gd
0	0	112	81	136	64	95.25	0	0	Gd
0	0	111	82	137	64	11.43	87.68	0	Gd
0	0	110	83	138	64	2.22	31.58	65.52	Gd
0	0	109	84	139	64	0.21	2.45	96.9	Gd
0	0	108	85	140	64	1.58	0.94	97.09	Gd
0	0	107	86	141	64	0.09	1.47	97.84	Gd
0	0	120	74	142	64	1.68	0.21	97.96	Gd
0	0	119	75	143	64	0.14	1.6	97.65	Gd
0	0	118	76	144	64	1.22	0.2	97.97	Gd
0	0	117	77	145	64	0.25	0.87	98.51	Gd
0	0	116	78	146	64	1.77	0.45	97.78	Gd
0	0	115	79	147	64	0	0.76	98.12	Gd
0	0	114	80	148	64	1.22	0.14	98.65	Gd
0	0	113	81	149	64	99.35	0	0	Gd
0	0	112	82	150	64	0	100	0	Gd
0	0	111	83	89	65	0	0	0	Tb
0	0	110	84	91	65	0	0	0	Tb
0	0	109	85	93	65	0	0	0	Tb
0	0	108	86	94	65	0	0	0	Tb
0	0	120	75	95	65	0	0	0	Tb
0	0	119	76	96	65	0	0	0	Tb
0	0	118	77	97	65	0	0	0	Tb
0	0	117	78	98	65	0	0	0	Tb
0	0	116	79	99	65	0	0	0	Tb
0	0	115	80	100	65	0	0	0	Tb
0	0	114	81	101	65	0	0	0	Tb
0	0	113	82	102	65	0	0	0	Tb
0	0	112	83	103	65	0	0	0	Tb
0	0	111	84	104	65	0	0	0	Tb
0	0	110	85	105	65	0.03	0	0	Tb
0	0	109	86	106	65	3.08	0	0	Tb
0	0	121	75	107	65	3.3	0	0	Tb
0	0	120	76	108	65	14.79	0	0	Tb
0	0	119	77	109	65	20	0	0	Tb
0	0	118	78	110	65	57.43	0	0	Tb
0	0	117	79	111	65	63.39	0.07	0	Tb
0	0	116	80	112	65	54.4	0	0	Tb
0	0	115	81	113	65	54.45	0.58	0	Tb
0	0	114	82	114	65	65.07	0.05	0	Tb
0	0	113	83	115	65	56.93	3.18	0	Tb
0	0	112	84	116	65	72.24	0.59	0	Tb
0	0	111	85	117	65	72.21	6.85	0	Tb
0	0	110	86	118	65	86.03	2.35	0.01	Tb
0	0	122	75	119	65	48.5	45.82	0.13	Tb
0	0	121	76	120	65	88.8	8.5	0.32	Tb
0	0	120	77	121	65	46.12	36.46	0.18	Tb
0	0	119	78	122	65	93.08	4.14	0.34	Tb
0	0	118	79	123	65	49.66	42.53	0.21	Tb
0	0	117	80	124	65	88.74	7.41	0.78	Tb
0	0	116	81	125	65	50.7	37.41	0.47	Tb
0	0	115	82	126	65	80.91	2.69	0.75	Tb
0	0	114	83	127	65	28.16	66.01	4.43	Tb
0	0	113	84	128	65	6.01	31.94	61.66	Tb
0	0	112	85	129	65	0.4	6.76	91.81	Tb
0	0	111	86	130	65	2.13	0.87	97	Tb
0	0	123	75	131	65	0.08	2.11	97.05	Tb
0	0	122	76	132	65	1.41	0.1	97.89	Tb
0	0	121	77	133	65	0.27	1.66	97.43	Tb
0	0	120	78	134	65	0.64	0.17	98.88	Tb
0	0	119	79	135	65	0.32	1.92	97.12	Tb
0	0	118	80	136	65	1.59	0.63	97.35	Tb
0	0	117	81	137	65	0.59	3.18	95.84	Tb
0	0	116	82	138	65	1.39	0.92	97.31	Tb
0	0	115	83	139	65	0.26	1.63	97.83	Tb
0	0	114	84	140	65	0.85	0.55	98.3	Tb
0	0	113	85	141	65	0.16	0.97	98.63	Tb
0	0	112	86	142	65	0.75	0.29	98.8	Tb
0	0	123	76	143	65	0.18	1.14	98.56	Tb
0	0	122	77	144	65	0.82	0.12	99.06	Tb
0	0	121	78	145	65	0.04	0.77	98.92	Tb
0	0	120	79	146	65	0.9	0.05	99.05	Tb
0	0	119	80	147	65	0.17	0.98	98.54	Tb
0	0	118	81	148	65	0.75	0	99.25	Tb
0	0	117	82	149	65	99.92	0	0	Tb
0	0	116	83	150	65	0.12	99.88	0	Tb
0	0	115	84	151	65	99.92	0	0	Tb
0	0	114	85	152	65	0	100	0	Tb
0	0	113	86	153	65	99.3	0	0	Tb
0	0	112	87	90	66	0	0	0	Dy
0	0	124	76	92	66	0	0	0	Dy
0	0	123	77	94	66	0	0	0	Dy
0	0	122	78	95	66	0	0	0	Dy
0	0	121	79	96	66	0	0	0	Dy
0	0	120	80	97	66	0	0	0	Dy
0	0	119	81	98	66	0	0	0	Dy
0	0	118	82	99	66	0	0	0	Dy
0	0	117	83	100	66	0	0	0	Dy
0	0	116	84	101	66	0	0	0	Dy
0	0	115	85	102	66	0	0	0	Dy
0	0	114	86	103	66	0	0	0	Dy
0	0	113	87	104	66	0	0	0	Dy
0	0	125	76	105	66	0	0	0	Dy
0	0	124	77	106	66	0	0	0	Dy
0	0	123	78	107	66	0	0	0	Dy
0	0	122	79	108	66	0	0	0	Dy
0	0	121	80	109	66	0.01	0	0	Dy
0	0	120	81	110	66	0.11	0	0	Dy
0	0	119	82	111	66	0.87	0	0	Dy
0	0	118	83	112	66	1.92	0	0	Dy
0	0	117	84	113	66	6.32	0	0	Dy
0	0	116	85	114	66	7.98	0	0	Dy
0	0	115	86	115	66	13.49	0	0	Dy
0	0	114	87	116	66	20.52	0	0	Dy
0	0	113	88	117	66	16.17	0.05	0	Dy
0	0	126	76	118	66	29.07	0.01	0	Dy
0	0	125	77	119	66	54.17	0.75	0	Dy
0	0	124	78	120	66	49.1	0.08	0	Dy
0	0	123	79	121	66	46.04	0.68	0	Dy
0	0	122	80	122	66	67.82	0.12	0	Dy
0	0	121	81	123	66	67.83	1.26	0	Dy
0	0	120	82	124	66	57	0.29	0	Dy
0	0	119	83	125	66	63.58	1.87	0	Dy
0	0	118	84	126	66	64.03	0.5	0	Dy
0	0	117	85	127	66	90.1	5.91	0.41	Dy
0	0	116	86	128	66	9.68	81.86	5.37	Dy
0	0	115	87	129	66	1.74	42.38	52.87	Dy
0	0	114	88	130	66	5.35	1.41	92.04	Dy
0	0	126	77	131	66	0.39	4.61	93.5	Dy
0	0	125	78	132	66	3.13	0.44	94.71	Dy
0	0	124	79	133	66	1.01	3.2	94.03	Dy
0	0	123	80	134	66	2.96	4.9	90.89	Dy
0	0	122	81	135	66	1.29	7.65	89.41	Dy
0	0	121	82	136	66	6.2	8.63	83.61	Dy
0	0	120	83	137	66	4.33	19.46	74.98	Dy
0	0	119	84	138	66	3.98	11.85	82.9	Dy
0	0	118	85	139	66	1.34	6.92	91.08	Dy
0	0	117	86	140	66	2.84	4.64	91.43	Dy
0	0	116	87	141	66	0.81	3.92	94.7	Dy
0	0	115	88	142	66	2.37	2.34	94.45	Dy
0	0	127	77	143	66	0.31	6.21	92.59	Dy
0	0	126	78	144	66	1.99	1.64	95.45	Dy
0	0	125	79	145	66	0.46	2.35	96.64	Dy
0	0	124	80	146	66	2.29	2.21	94.74	Dy
0	0	123	81	147	66	0.1	2.58	96.55	Dy
0	0	122	82	148	66	1.75	0.47	97.63	Dy
0	0	121	83	149	66	0.02	0.85	98.62	Dy
0	0	120	84	150	66	1.2	0.52	98.28	Dy
0	0	119	85	151	66	99.72	0	0	Dy
0	0	118	86	152	66	1.23	98.77	0	Dy
0	0	117	87	153	66	97.39	0	0	Dy
0	0	116	88	154	66	0	100	0	Dy
0	0	127	78	155	66	99.96	0	0	Dy
0	0	126	79	95	67	0	0	0	Ho
0	0	125	80	97	67	0	0	0	Ho
0	0	124	81	98	67	0	0	0	Ho
0	0	123	82	99	67	0	0	0	Ho
0	0	122	83	100	67	0	0	0	Ho
0	0	121	84	101	67	0	0	0	Ho
0	0	120	85	102	67	0	0	0	Ho
0	0	119	86	103	67	0	0	0	Ho
0	0	118	87	104	67	0	0	0	Ho
0	0	117	88	105	67	0	0	0	Ho
0	0	128	78	106	67	0	0	0	Ho
0	0	127	79	107	67	0	0	0	Ho
0	0	126	80	108	67	0.01	0	0	Ho
0	0	125	81	109	67	0.07	0	0	Ho
0	0	124	82	110	67	1.01	0	0	Ho
0	0	123	83	111	67	2.2	0	0	Ho
0	0	122	84	112	67	14.59	0	0	Ho
0	0	121	85	113	67	15.42	0	0	Ho
0	0	120	86	114	67	31.63	0	0	Ho
0	0	119	87	115	67	28.08	0.01	0	Ho
0	0	118	88	116	67	42.75	0	0	Ho
0	0	117	89	117	67	34.28	0.4	0	Ho
0	0	128	79	118	67	59.72	0.12	0	Ho
0	0	127	80	119	67	77.08	4.83	0	Ho
0	0	126	81	120	67	83.61	0.73	0	Ho
0	0	125	82	121	67	69.13	6.7	0	Ho
0	0	124	83	122	67	87.64	1.29	0	Ho
0	0	123	84	123	67	76.46	11.86	0	Ho
0	0	122	85	124	67	82.36	1.26	0	Ho
0	0	121	86	125	67	58.52	3.9	0	Ho
0	0	120	87	126	67	59.16	1.93	0.01	Ho
0	0	119	88	127	67	41.77	55.49	0.62	Ho
0	0	118	89	128	67	13.12	61.52	23.84	Ho
0	0	129	79	129	67	0.84	10.74	86.16	Ho
0	0	128	80	130	67	5.12	1.97	92.34	Ho
0	0	127	81	131	67	0.3	3.72	95.07	Ho
0	0	126	82	132	67	2.75	0.31	96.2	Ho
0	0	125	83	133	67	0.63	4.06	94.38	Ho
0	0	124	84	134	67	2.61	1.48	95.34	Ho
0	0	123	85	135	67	0.97	5.32	92.79	Ho
0	0	122	86	136	67	3.08	1.09	94.61	Ho
0	0	121	87	137	67	0.62	11.99	86.14	Ho
0	0	120	88	138	67	2.85	1.83	94.64	Ho
0	0	119	89	139	67	0.59	4.93	93.81	Ho
0	0	118	90	140	67	1.81	1.4	96.26	Ho
0	0	130	79	141	67	0.5	2.33	96.65	Ho
0	0	129	80	142	67	1.44	0.89	97.16	Ho
0	0	128	81	143	67	0.91	4.1	94.67	Ho
0	0	127	82	144	67	1.14	0.77	97.73	Ho
0	0	126	83	145	67	0.34	1.07	98.28	Ho
0	0	125	84	146	67	1.11	0.44	98.06	Ho
0	0	124	85	147	67	0.51	1.32	98	Ho
0	0	123	86	148	67	0.76	0.65	98.52	Ho
0	0	122	87	149	67	0.01	0.91	99	Ho
0	0	121	88	150	67	0.47	0.22	99.32	Ho
0	0	120	89	151	67	99.9	0	0	Ho
0	0	119	90	152	67	0.4	99.6	0	Ho
0	0	131	79	153	67	99.93	0	0	Ho
0	0	130	80	154	67	0.2	99.8	0	Ho
0	0	129	81	155	67	99.93	0	0	Ho
0	0	128	82	156	67	0	100	0	Ho
0	0	127	83	157	67	99.94	0	0	Ho
0	0	126	84	94	68	0	0	0	Er
0	0	125	85	96	68	0	0	0	Er
0	0	124	86	98	68	0	0	0	Er
0	0	123	87	99	68	0	0	0	Er
0	0	122	88	100	68	0	0	0	Er
0	0	121	89	101	68	0	0	0	Er
0	0	120	90	102	68	0	0	0	Er
0	0	131	80	103	68	0	0	0	Er
0	0	130	81	104	68	0	0	0	Er
0	0	129	82	105	68	0	0	0	Er
0	0	128	83	106	68	0	0	0	Er
0	0	127	84	107	68	0	0	0	Er
0	0	126	85	108	68	0	0	0	Er
0	0	125	86	109	68	0	0	0	Er
0	0	124	87	110	68	0	0	0	Er
0	0	123	88	111	68	0	0	0	Er
0	0	122	89	112	68	0	0	0	Er
0	0	121	90	113	68	0.03	0	0	Er
0	0	132	80	114	68	0.16	0	0	Er
0	0	131	81	115	68	1.29	0	0	Er
0	0	130	82	116	68	2.91	0	0	Er
0	0	129	83	117	68	1.83	0	0	Er
0	0	128	84	118	68	5.56	0	0	Er
0	0	127	85	119	68	18.56	0	0	Er
0	0	126	86	120	68	13.91	0	0	Er
0	0	125	87	121	68	13.43	0	0	Er
0	0	124	88	122	68	30.56	0	0	Er
0	0	123	89	123	68	28.91	0.04	0	Er
0	0	122	90	124	68	17.67	0	0	Er
0	0	121	91	125	68	25.89	0.07	0	Er
0	0	133	80	126	68	19.27	0.01	0	Er
0	0	132	81	127	68	89.73	4.87	0	Er
0	0	131	82	128	68	33.67	59.45	0.23	Er
0	0	130	83	129	68	2.79	82.61	9.35	Er
0	0	129	84	130	68	8.35	3.66	84.73	Er
0	0	128	85	131	68	1.28	19.75	76.97	Er
0	0	127	86	132	68	5.01	7.13	84.63	Er
0	0	126	87	133	68	1.91	32.17	63.17	Er
0	0	125	88	134	68	11.62	41.56	44.87	Er
0	0	124	89	135	68	1.71	45.6	50.05	Er
0	0	123	90	136	68	18.94	34.37	43.96	Er
0	0	122	91	137	68	10.04	50.38	35.77	Er
0	0	134	80	138	68	17.92	43.13	37.09	Er
0	0	133	81	139	68	4.15	44.72	49.84	Er
0	0	132	82	140	68	9.29	28.28	60.92	Er
0	0	131	83	141	68	1.64	22.4	74.77	Er
0	0	130	84	142	68	6.61	15.69	76.33	Er
0	0	129	85	143	68	5.09	9.65	83.98	Er
0	0	128	86	144	68	4.24	6.85	87.7	Er
0	0	127	87	145	68	1.14	6.86	91.27	Er
0	0	126	88	146	68	5.2	4.04	89.77	Er
0	0	125	89	147	68	1.19	8.46	89.51	Er
0	0	124	90	148	68	3.6	3.03	92.53	Er
0	0	123	91	149	68	0.28	4.24	95.02	Er
0	0	135	80	150	68	1.76	0.73	97.22	Er
0	0	134	81	151	68	0.06	1.3	98.29	Er
0	0	133	82	152	68	1.58	0.33	97.55	Er
0	0	132	83	153	68	0.04	1.66	96.15	Er
0	0	131	84	154	68	2.21	0.18	97.61	Er
0	0	130	85	155	68	98.88	0	0	Er
0	0	129	86	156	68	1.61	98.39	0	Er
0	0	128	87	157	68	99.22	0	0	Er
0	0	127	88	158	68	0	100	0	Er
0	0	126	89	159	68	99.83	0	0	Er
0	0	125	90	99	69	0	0	0	Tm
0	0	124	91	100	69	0	0	0	Tm
0	0	136	80	102	69	0	0	0	Tm
0	0	135	81	103	69	0	0	0	Tm
0	0	134	82	104	69	0	0	0	Tm
0	0	133	83	105	69	0	0	0	Tm
0	0	132	84	106	69	0	0	0	Tm
0	0	131	85	107	69	0	0	0	Tm
0	0	130	86	108	69	0	0	0	Tm
0	0	129	87	109	69	0	0	0	Tm
0	0	128	88	110	69	0	0	0	Tm
0	0	127	89	111	69	0	0	0	Tm
0	0	126	90	112	69	0.72	0	0	Tm
0	0	125	91	113	69	2.12	0	0	Tm
0	0	136	81	114	69	25.91	0	0	Tm
0	0	135	82	115	69	13.38	0	0	Tm
0	0	134	83	116	69	47.13	0	0	Tm
0	0	133	84	117	69	12.12	0	0	Tm
0	0	132	85	118	69	55.41	0	0	Tm
0	0	131	86	119	69	30.29	0.07	0	Tm
0	0	130	87	120	69	32.8	0	0	Tm
0	0	129	88	121	69	25.89	0.11	0	Tm
0	0	128	89	122	69	52.79	0	0	Tm
0	0	127	90	123	69	34.05	0.45	0	Tm
0	0	126	91	124	69	40.83	0.03	0	Tm
0	0	125	92	125	69	31.37	0.8	0	Tm
0	0	137	81	126	69	34.73	0.19	0	Tm
0	0	136	82	127	69	78.07	17.44	0	Tm
0	0	135	83	128	69	62.57	32.76	2.07	Tm
0	0	134	84	129	69	2.07	69.51	25.8	Tm
0	0	133	85	130	69	6.17	5.83	86.76	Tm
0	0	132	86	131	69	0.52	8.83	88.34	Tm
0	0	131	87	132	69	5.72	1.12	91.42	Tm
0	0	130	88	133	69	1.64	6.42	90.11	Tm
0	0	129	89	134	69	3.83	9.03	86.08	Tm
0	0	128	90	135	69	1.34	15.5	81.45	Tm
0	0	127	91	136	69	3.91	9.67	85.35	Tm
0	0	126	92	137	69	1.66	37.42	59.71	Tm
0	0	137	82	138	69	6.42	18.64	74.1	Tm
0	0	136	83	139	69	0.6	27.66	70.72	Tm
0	0	135	84	140	69	3.27	11.61	84.35	Tm
